Food Name,Calories,Carbs,Cholesterol,Fats,Fiber,Protein,Saturated Fat,Sodium,Sugar
biscuit with egg cheese bacon,436.0,35.4,240.7,25.3,0.3,17.4,8.5,1.2,2.5
bagel with ham egg cheese,483.0,52.4,242.6,18.5,0.4,26.7,7.9,1.3,7.0
quesadilla with chicken,529.0,43.3,66.6,27.5,3.1,27.1,11.1,1.3,3.4
corn rice,110.0,25.2,0.0,0.3,0.4,1.8,0.02,0.2,3.0
kung pao chicken,779.0,41.5,157.0,42.2,9.1,59.0,8.2,2.4,18.3
beef empanada,298.0,27.8,23.1,16.3,1.8,10.1,4.6,0.4,1.6
frijoles with cheese,225.0,28.7,36.7,7.8,0.0,11.4,4.1,0.9,0.0
burrito with beef,285.0,43.9,2.6,8.1,4.4,9.1,1.7,0.5,4.1
crispy chicken sandwich,350.0,33.2,0.0,17.6,0.0,14.8,3.3,0.7,3.9
enchilada with cheese,374.0,21.2,57.5,25.3,2.6,15.4,11.5,0.7,3.6
pork egg roll,189.0,25.1,11.9,6.1,1.8,8.4,1.3,0.3,4.5
corn on the cob with butter,155.0,31.9,5.8,3.4,0.0,4.5,1.6,0.056,0.0
pancakes with butter syrup,260.0,45.4,29.0,7.0,0.0,4.1,2.9,0.6,0.0
burrito with beans,224.0,35.7,2.2,6.7,0.0,7.0,3.4,0.5,0.0
scrambled eggs,100.0,1.0,200.2,7.6,0.0,6.5,2.9,0.1,0.8
baked potato with sour cream,393.0,50.0,24.2,22.3,0.0,6.7,10.0,0.2,0.0
turkey and gravy,161.0,11.1,43.2,6.3,0.0,14.1,2.0,1.3,0.0
chicken egg roll,158.0,22.8,11.2,3.6,1.9,8.4,0.8,0.4,4.5
vegetable egg roll,153.0,25.0,0.0,3.6,2.2,5.2,0.6,0.4,5.3
ham cheese roll,67.0,1.1,16.2,5.2,0.0,3.8,2.0,0.3,0.0
biscuit with ham,386.0,43.8,24.9,18.4,0.8,13.4,11.4,1.1,2.2
lemon chicken,1440.0,122.0,203.8,74.9,7.0,68.6,12.2,1.5,55.2
hummus,435.0,49.5,0.0,21.1,9.8,12.0,2.8,0.6,0.7
croissant with egg cheese,368.0,24.3,215.9,24.7,0.0,12.8,14.1,0.6,0.0
enchirito with cheese beef beans,344.0,33.8,50.2,16.1,0.0,17.9,7.9,1.3,0.0
sweet sour pork,38.0,3.3,3.4,2.2,0.1,1.2,0.4,0.003,1.4
crab cake,160.0,5.1,82.2,10.4,0.2,11.3,2.2,0.5,0.0
egg dinner roll,107.0,18.2,17.5,2.2,1.3,3.3,0.6,0.2,1.5
english muffin with egg cheese sausage,472.0,28.8,269.0,29.9,0.3,22.1,11.4,0.8,2.5
buttermilk pancakes,86.0,10.9,22.0,3.5,0.0,2.6,0.7,0.2,0.0
omelet,94.0,0.4,190.9,7.1,0.0,6.4,2.0,0.013,0.2
taco with chicken cheese lettuce,185.0,19.3,28.4,6.2,1.2,13.0,2.5,0.6,1.3
spinach souffle,230.0,8.0,160.5,17.6,1.0,10.7,10.1,0.8,2.5
english muffin with cheese sausage,365.0,27.3,46.4,22.3,0.5,14.3,8.8,0.7,2.1
potato gratin,328.0,27.6,56.4,18.6,4.4,12.4,11.6,1.1,0.0
biscuit with egg,436.0,35.4,240.7,25.3,0.3,17.4,8.5,1.2,2.5
french fries deep fried,222.0,29.4,0.0,10.5,2.7,2.4,1.7,0.1,0.2
sweet sour chicken,46.0,4.4,4.9,2.3,0.2,1.8,0.4,0.043,2.1
burrito with beans beef,460.0,47.0,62.7,18.0,7.2,27.8,7.0,1.4,5.3
nachos with cinnamon sugar,592.0,63.4,39.2,36.0,0.0,7.2,18.2,0.4,0.0
arroz con grandules,209.0,35.4,0.0,5.7,1.6,4.0,0.9,0.7,0.0
chili con carne,271.0,33.1,22.8,8.8,8.3,14.7,3.2,1.1,4.7
arroz con abichuelas,223.0,37.3,0.0,5.4,4.1,6.2,0.8,0.6,0.2
biscuit with sausage,412.0,33.3,31.1,27.1,0.4,10.7,8.2,0.9,1.8
vegetarian stew,304.0,17.3,0.0,7.4,2.7,42.0,1.2,1.0,3.1
chicken sandwich with cheese,632.0,41.6,77.5,38.8,0.0,29.4,12.4,1.2,0.0
biscuit with egg steak,410.0,21.3,272.3,28.4,0.0,17.9,8.6,0.9,0.0
taco salad,212.0,17.9,33.0,11.2,0.0,10.0,5.2,0.6,0.0
succotash,213.0,46.8,0.0,1.5,0.0,9.7,0.3,0.5,0.0
nachos with cheese jalapeno peppers,608.0,60.1,83.6,34.1,0.0,16.8,14.0,1.7,0.0
biscuit with egg ham,442.0,31.4,299.5,27.0,0.8,20.4,5.9,1.4,4.2
ladyfingers,103.0,16.9,62.5,2.6,0.3,3.0,0.9,0.016,7.2
mozzarella steak fried,102.0,7.7,10.2,5.9,0.6,4.6,2.2,0.2,0.7
tamale navajo,285.0,33.7,31.6,11.4,5.8,11.7,4.5,0.8,1.8
blueberry pancakes,84.0,11.0,21.3,3.5,0.0,2.3,0.8,0.2,0.0
chimichanga with beef cheese,443.0,39.3,51.2,23.4,0.0,20.1,11.2,1.0,0.0
egg cheese sandwich,340.0,25.9,290.5,19.4,0.0,15.6,6.6,0.8,0.0
biscuit with egg bacon,458.0,28.6,352.5,31.1,0.8,17.0,8.0,1.3,3.3
pupusas con queso,300.0,26.2,37.4,15.5,3.4,13.7,7.6,0.5,1.4
apple croissant,145.0,21.1,17.7,5.0,1.4,4.2,2.8,0.2,0.0
refried red beans,336.0,36.0,0.0,16.1,11.0,11.7,2.2,0.9,0.0
tostada with guacamole,180.0,16.0,19.6,11.6,0.0,6.2,4.9,0.4,0.0
chicken sandwich,468.0,39.1,65.5,20.9,2.6,30.4,4.0,1.4,6.8
fried rice,228.0,43.4,32.2,3.2,1.5,6.5,0.7,0.6,0.6
pupusas del cerdo,283.0,28.1,35.4,12.7,3.2,14.0,3.9,0.5,1.8
turkey pot pie,699.0,70.3,63.5,34.9,4.4,25.8,11.4,1.4,0.0
cheese croissant,331.0,37.6,45.6,16.7,2.1,7.4,8.5,0.3,9.1
chimichanga with beef,425.0,42.8,8.7,19.7,0.0,19.6,8.5,0.9,0.0
french toast with butter,178.0,18.0,58.1,9.4,0.0,5.2,3.9,0.3,0.0
ham egg cheese sandwich,347.0,30.9,246.0,16.3,0.0,19.2,7.4,1.0,0.0
english muffin with butter,189.0,30.4,12.6,5.8,0.0,4.9,2.4,0.4,0.0
savoury noodle one pan dinner tandaco,172.0,5.5,0.0,1.2,0.0,0.0,0.5,0.0,0.0
ham cheese sandwich,352.0,33.3,58.4,15.5,0.0,20.7,6.4,0.8,0.0
sweet gefilte fish,35.0,3.1,12.6,0.7,0.0,3.8,0.2,0.2,0.0
poached egg,72.0,0.4,185.0,4.7,0.0,6.3,1.6,0.1,0.2
tostada with beef cheese,315.0,22.8,40.8,16.3,0.0,19.0,10.4,0.9,0.0
tostada with beans cheese,223.0,26.5,30.2,9.9,0.0,9.6,5.4,0.5,0.0
pork tamale,247.0,22.4,28.4,12.8,3.4,10.4,3.8,0.7,0.7
nachos with cheese,274.0,27.9,2.4,17.2,2.6,3.5,1.7,0.3,1.7
pulled pork in barbecue sauce,418.0,46.7,87.2,11.0,3.0,32.8,3.5,1.7,37.8
baked potato with cheese sauce,474.0,46.5,17.8,28.7,0.0,14.6,10.6,0.4,0.0
baked beans,310.0,43.3,10.0,10.3,11.0,11.1,3.9,0.8,0.0
arroz con frijoles,220.0,35.6,0.0,5.6,5.0,6.8,1.1,0.6,1.3
taco with beef cheese lettuce,156.0,13.7,19.3,8.8,2.7,6.1,3.0,0.3,0.6
burrito with beans cheese beef,165.0,19.8,61.9,6.6,0.0,7.3,3.6,0.5,0.0
egg mix,30.0,0.098,81.5,2.2,0.0,2.4,0.8,0.012,0.091
falafel,57.0,5.4,0.0,3.0,0.0,2.3,0.4,0.081,0.0
taco salad with chili con carne,193.0,17.7,3.5,8.8,0.0,11.6,4.0,0.6,0.0
wonton wrappers,93.0,18.5,2.9,0.5,0.6,3.1,0.022,0.2,0.0
hushpuppies,512.0,69.9,68.4,20.5,4.3,11.7,3.2,1.0,3.1
chicken pot pie,598.0,57.3,51.3,34.6,3.0,14.6,12.6,1.2,7.2
general tsos chicken,1578.0,128.3,283.6,87.5,4.8,69.0,14.8,2.3,62.1
burrito with beans cheese,379.0,57.8,9.3,11.2,7.8,13.6,4.3,1.0,3.2
vegetarian fillets,247.0,7.7,0.0,15.3,5.2,19.6,2.4,0.4,0.7
biscuit with egg sausage,505.0,34.1,260.8,33.6,0.3,18.0,10.4,1.1,1.5
chicken chow mein,513.0,50.1,96.6,16.9,6.0,40.8,3.0,1.9,10.5
fruit burrito,231.0,35.0,3.7,9.5,0.0,2.5,4.6,0.2,0.0
arroz con leche,369.0,63.0,20.2,9.3,1.3,8.1,4.8,0.3,38.6
caramel custard flan,444.0,69.7,275.4,12.3,0.0,13.9,5.5,0.2,70.8
gelatin dessert,167.0,38.3,0.0,0.0,0.0,3.3,0.0,0.2,36.4
chocolate milk dessert,229.0,51.6,0.0,1.4,0.0,5.9,0.8,0.1,51.6
chocolate mousse,338.0,24.1,210.0,24.0,0.9,6.2,13.7,0.081,22.2
dulce de leche,60.0,10.5,5.5,1.4,0.0,1.3,0.9,0.036,9.5
apple crisp,454.0,87.0,0.0,9.7,3.9,4.9,1.9,1.0,55.5
spinach spaghetti cooked,182.0,36.6,0.0,0.9,0.0,6.4,0.1,0.061,0.0
corn pasta cooked,176.0,39.1,0.0,1.0,6.7,3.7,0.1,0.0,0.0
spaghetti with meat sauce,255.0,43.1,17.0,2.9,5.1,14.3,1.0,0.7,7.4
pasta with meatballs in tomato sauce,273.0,28.3,23.0,13.0,6.9,10.6,5.0,0.7,7.2
cheese tortellini,332.0,50.8,45.4,7.8,2.1,14.6,3.9,0.4,1.0
pasta with sliced franks in tomato sauce,227.0,32.0,22.7,6.0,4.0,11.0,2.5,0.7,8.0
lasagna,166.0,18.9,20.9,6.1,2.1,9.0,2.9,0.5,3.8
macaroni cheese,310.0,43.7,15.1,9.4,2.3,12.6,3.1,0.9,3.0
vegetable lasagna,316.0,32.2,31.8,13.7,4.3,15.6,5.5,1.0,5.8
spinach egg noodles cooked,211.0,38.8,52.8,2.5,3.7,8.1,0.6,0.068,1.1
cheese lasagna,316.0,33.6,31.6,13.0,4.1,15.9,5.1,0.7,10.3
pasta with tomato sauce,176.0,35.1,15.1,1.8,2.3,5.6,0.4,1.0,10.1
spinach pasta cooked,37.0,7.1,9.3,0.3,0.0,1.4,0.078,0.004,0.0
vegetable chicken soup,166.0,21.1,16.9,4.8,1.0,12.3,1.4,0.075,3.4
bean ham soup,198.0,33.5,4.9,2.5,9.8,10.3,0.6,0.5,7.8
cream of chicken soup,227.0,18.0,20.2,14.5,0.0,6.0,4.3,1.8,1.4
tomato soup canned,139.0,22.6,10.1,3.3,1.5,6.3,1.8,0.5,16.5
egg drop soup,65.0,10.3,55.4,1.5,1.0,2.8,0.4,0.9,0.2
scotch broth,197.0,23.0,11.9,6.4,3.0,12.1,2.7,2.1,0.0
cream of onion soup,268.0,31.7,36.6,12.8,1.2,6.7,3.6,1.9,11.1
chicken broth dry,10.0,1.1,0.6,0.2,0.0,0.7,0.055,1.2,0.0
vegetable soup with beef broth,162.0,26.3,2.5,3.8,3.2,6.0,0.9,1.3,4.0
chili with beans canned,287.0,30.5,43.5,14.1,11.3,14.6,6.0,1.3,3.0
beef noodle soup,168.0,17.9,10.0,6.2,1.5,9.6,2.3,1.6,5.2
consomme dry,17.0,1.9,0.0,0.2,0.0,2.2,0.0,0.8,1.1
chicken mushroom soup,126.0,15.1,10.1,6.1,4.0,2.0,1.6,0.8,1.0
beef vegetable soup,120.0,15.4,17.5,2.9,3.0,8.0,1.0,0.8,3.1
black bean soup,234.0,39.6,0.0,3.4,17.5,12.4,0.9,2.5,6.4
split pea soup with ham bacon,189.0,28.6,4.1,3.1,4.1,11.6,0.9,1.0,0.0
cream of mushroom soup,199.0,17.1,0.0,13.4,1.8,3.4,2.4,1.7,1.0
green pea soup,320.0,51.7,0.0,5.7,10.0,16.7,2.7,1.7,16.7
chicken broth soup,78.0,1.9,2.5,2.6,0.0,11.1,0.8,1.6,0.9
chicken mushroom chowder soup,431.0,38.3,32.3,23.7,7.5,16.2,6.2,1.8,0.0
chicken dumplings soup,235.0,14.7,80.5,13.4,1.2,13.6,3.2,1.8,1.4
chicken vegetable soup,148.0,17.0,16.9,5.6,1.7,7.1,1.7,1.7,3.0
turkey vegetable soup,72.0,8.6,2.4,3.0,0.5,3.1,0.9,0.9,2.6
wonton soup,71.0,11.7,8.9,0.6,0.4,4.6,0.1,0.9,0.8
beef stock,31.0,2.9,0.0,0.2,0.0,4.7,0.003,0.5,1.3
mushroom barley soup,186.0,29.3,0.0,5.5,0.0,4.6,1.1,1.7,0.0
gazpacho soup,70.0,6.6,0.0,0.4,0.7,10.7,0.008,1.1,2.2
beef mushroom soup,186.0,15.9,15.3,7.3,0.6,14.0,3.7,2.2,0.0
chicken rice soup,127.0,13.0,12.0,3.2,1.0,12.3,1.0,0.9,1.4
pepperpot soup,100.0,9.1,9.7,4.5,0.5,6.2,2.0,0.9,0.0
vegetable soup,149.0,24.6,0.0,4.0,1.3,4.3,0.6,1.3,7.9
chili beef soup,308.0,49.6,26.3,6.7,6.6,13.4,3.3,2.1,13.4
chicken soup,174.0,16.9,29.4,6.5,1.5,12.4,1.9,0.9,2.1
bean with frankfurters soup,188.0,22.0,12.5,7.0,0.0,10.0,2.1,1.1,0.0
pea soup,161.0,25.6,0.0,2.8,4.9,8.3,1.4,0.015,8.3
turkey soup,135.0,14.1,9.4,4.4,0.0,10.2,1.2,0.9,0.0
stockpot soup,201.0,23.1,7.7,7.8,0.0,9.8,1.7,2.1,0.0
hot sour soup,91.0,10.1,48.9,2.8,1.2,6.0,0.5,0.9,1.0
cheese soup,203.0,28.0,7.4,9.7,5.5,2.0,6.1,1.7,9.3
cream of potato soup,186.0,32.2,2.5,4.7,3.3,3.8,2.4,1.5,3.6
bean with bacon soup,106.0,16.4,2.7,2.1,9.0,5.5,1.0,0.9,0.6
fish stock,40.0,0.0,2.3,1.9,0.0,5.3,0.5,0.4,0.0
split pea soup with ham,381.0,56.2,16.2,8.9,4.6,20.7,3.5,1.7,0.0
beef broth soup,17.0,0.01,0.0,0.5,0.0,2.7,0.3,0.9,0.0
lentil soup with ham,139.0,20.2,7.4,2.8,0.0,9.3,1.1,1.3,0.0
tomato soup,98.0,22.5,0.0,0.7,1.6,2.2,0.2,0.6,12.2
fish broth,39.0,1.0,0.0,1.5,0.0,4.9,0.3,0.5,0.2
chili without beans canned,283.0,14.6,50.4,17.0,0.0,18.1,5.4,0.9,0.0
minestrone soup,167.0,22.6,2.5,5.0,2.0,8.6,1.1,1.3,3.7
clam chowder soup,154.0,24.5,5.0,4.4,3.0,4.4,0.8,1.8,6.8
tomato vegetable soup,54.0,9.9,0.0,0.8,0.7,1.9,0.4,0.3,2.4
cream of rice coup,127.0,28.1,0.0,0.2,0.2,2.2,0.07,0.4,0.022
cream of celery soup,181.0,17.7,27.7,11.2,1.5,3.3,2.8,1.3,3.4
chicken gravy,188.0,12.9,4.8,13.6,1.0,4.6,3.4,1.0,1.9
tomato rice soup,240.0,44.1,2.6,5.5,3.4,4.2,1.0,1.6,15.2
vegetable beef soup,128.0,9.6,8.8,2.0,4.4,18.1,0.6,1.1,0.0
tomato beef noodle soup,281.0,42.3,7.5,8.6,3.0,8.9,3.2,1.8,0.0
oyster stew soup,118.0,8.2,27.1,7.7,0.0,4.2,5.0,1.8,0.0
ramen noodle soup dry,371.0,53.9,0.0,13.3,2.0,8.9,6.4,1.7,1.3
chicken noodle soup,145.0,18.4,24.2,4.7,2.7,7.2,1.2,2.1,0.0
chicken bouillon dry,11.0,0.7,0.5,0.6,0.0,0.7,0.1,1.0,0.7
cream of asparagus soup,174.0,21.5,10.1,8.2,1.0,4.6,2.1,1.7,1.8
turkey noodle soup,139.0,17.3,10.1,4.0,1.5,7.8,1.1,1.6,1.0
cream of shrimp soup,181.0,16.5,32.8,10.4,0.5,5.6,6.5,1.7,0.0
bean with pork soup,335.0,44.1,5.2,11.5,15.3,15.3,3.0,1.7,7.8
chicken broth,12.0,1.0,0.0,0.5,0.0,1.0,0.008,0.9,0.0
beef broth powder,8.0,0.6,0.4,0.3,0.0,0.6,0.2,0.9,0.6
split pea soup,180.0,29.9,5.1,2.3,4.8,9.7,0.8,0.4,12.8
escarole soup,61.0,4.0,5.5,4.0,0.0,3.4,1.2,2.3,0.0
chicken stock,86.0,8.5,7.2,2.9,0.0,6.0,0.8,0.3,3.8
tomato bisque soup,248.0,47.7,10.3,5.0,2.1,4.5,1.1,1.8,0.0
shark fin soup,99.0,8.2,4.3,4.3,0.0,6.9,1.1,1.1,0.0
onion soup,113.0,16.4,0.0,3.5,1.7,7.5,0.5,1.3,6.7
chicken gumbo soup,113.0,16.8,7.6,2.9,4.0,5.3,0.7,1.7,4.9
crab soup,95.0,12.5,41.5,0.8,2.4,10.4,0.2,0.6,0.0
tripe soup,148.0,8.1,118.0,5.2,0.0,17.2,2.1,0.8,0.0
little india little lunch,164.0,2.0,0.0,10.6,0.0,0.0,15.6,0.0,0.0
original chicken sandwich chick fil a,125.0,0.0,0.0,5.1,0.0,0.0,11.6,0.0,0.0
sausage mcmuffin mcdonalds,383.0,28.2,44.9,24.2,1.6,14.6,8.3,0.8,2.2
sausage mcgriddles mcdonalds,421.0,42.2,32.4,24.0,1.4,11.4,7.3,1.0,15.2
crispy chicken drumstick kentucky fried chicken,70.0,0.0,56.2,3.0,0.0,10.6,0.8,0.2,0.0
chicken crispy drumsticks kentucky fried chicken,156.0,4.5,62.1,10.1,0.0,11.8,2.2,0.4,0.0
biscuit kentucky fried chicken,185.0,22.1,0.5,9.1,0.8,3.8,2.2,0.5,1.7
english muffin mcdonalds,97.0,2.9,20.7,2.3,0.2,5.7,1.1,0.031,1.5
french fries mcdonalds,378.0,49.8,0.0,18.1,4.6,4.0,2.7,0.2,0.2
hotdog,383.0,28.5,69.8,23.0,0.0,16.4,8.1,1.1,0.0
french fries burger king,207.0,28.6,0.0,9.2,2.1,2.4,1.6,0.2,0.4
original taco with beef cheese lettuce taco bell,158.0,13.7,19.3,8.8,2.7,6.1,3.0,0.3,0.6
hotdog with chili,296.0,31.3,51.3,13.4,0.0,13.5,4.9,0.5,0.0
chicken crispy wings kentucky fried chicken,148.0,5.1,47.1,10.1,0.0,9.2,2.1,0.3,0.0
egg white delight mcdonalds,250.0,0.0,0.0,16.0,0.0,0.0,4.0,0.0,0.0
french toast sticks burger king,73.0,8.7,0.0,3.7,0.3,1.3,0.8,0.014,2.1
mcchicken mcdonalds,358.0,36.6,35.4,17.3,1.7,13.7,3.1,0.8,4.7
nachos supreme taco bell,480.0,45.0,37.1,26.6,8.0,14.8,7.8,0.8,0.0
crispy chicken wing kentucky fried chicken,104.0,1.3,64.2,5.3,0.0,12.6,1.1,0.3,0.0
chicken strips burger king,105.0,7.4,15.8,5.5,0.5,6.6,1.0,0.3,0.0
crispy chicken breast kentucky fried chicken,214.0,0.4,121.8,6.7,0.0,38.2,1.7,0.7,0.0
sausage biscuit mcdonalds,440.0,31.8,33.9,29.7,1.4,11.3,12.5,1.0,2.3
sausage burrito mcdonalds,339.0,24.2,172.9,17.1,1.2,13.0,6.1,0.8,1.4
onion rings fried,27.0,2.8,0.0,1.6,0.2,0.3,0.3,0.015,0.4
onion rings burger king,379.0,39.7,0.0,23.0,2.5,3.5,3.8,0.7,4.9
turkey patty fried,79.0,4.4,21.0,5.0,0.1,3.9,1.3,0.2,0.053
hotcakes with syrup mcdonalds,601.0,101.8,19.9,17.8,2.0,9.0,1.8,0.6,45.5
crispy chicken thigh kentucky fried chicken,163.0,0.0,107.4,9.1,0.0,20.4,2.5,0.5,0.0
corn dog,195.0,21.0,34.3,9.4,0.8,6.7,2.7,0.5,5.9
chicken box mcdonalds,70.0,5.5,0.0,4.0,0.0,0.2,0.8,0.0,0.5
potato wedges kentucky fried chicken,379.0,45.0,0.0,19.8,4.2,5.4,4.0,1.0,0.0
scrambled eggs mcdonalds,98.0,0.9,217.8,7.5,0.0,7.7,2.1,0.04,0.1
egg mcmuffin mcdonalds,287.0,27.3,207.9,12.2,1.4,17.2,4.5,0.8,2.7
nachos taco bell,362.0,36.0,4.0,21.9,3.8,5.1,4.7,0.5,0.0
biscuit large mcdonalds,310.0,39.4,0.0,14.4,1.8,5.5,8.3,0.9,2.7
crispy chicken strips kentucky fried chicken,129.0,6.4,24.0,7.2,0.7,9.5,1.4,0.4,0.0
hotcakes mcdonalds,113.0,19.0,6.4,2.9,0.7,3.0,0.6,0.2,4.4
chicken crispy breast kentucky fried chicken,375.0,11.9,106.4,23.2,0.0,29.7,5.0,0.8,0.0
hotcakes sausage mcdonalds,776.0,102.4,50.2,34.9,2.1,15.5,7.3,0.9,45.7
chicken mcnuggets mcdonalds,48.0,2.4,7.0,3.2,0.0,2.5,0.5,0.009,0.025
chips chipotle,151.0,2.1,0.0,7.1,0.0,0.2,0.9,0.0,2.1
biscuit mcdonalds,261.0,33.3,0.0,12.2,1.5,4.7,7.0,0.7,2.2
rice bowl with chicken,36.0,6.4,4.5,0.4,0.2,1.6,0.01,0.064,1.2
spaghetti with meatballs,200.0,22.9,14.0,8.2,5.4,8.7,2.9,0.6,5.8
meat ravioli canned,259.0,36.0,13.1,8.9,4.2,8.9,3.7,0.9,6.3
cheese ravioli canned,186.0,33.0,7.3,3.5,3.1,6.0,1.7,0.7,9.0
premium crispy chicken ranch blt sandwich mcdonalds,586.0,59.8,72.0,22.9,3.4,35.3,4.7,1.2,13.3
steak sandwich,459.0,52.0,73.4,14.1,0.0,30.3,3.8,0.8,0.0
cheeseburger burger king,380.0,31.5,59.9,19.7,3.7,19.4,9.1,0.8,6.0
cheeseburger mcdonalds,313.0,33.1,41.7,14.0,1.3,15.4,5.3,0.7,7.4
double cheeseburger,643.0,41.0,114.0,36.9,2.1,37.0,15.9,0.9,9.5
double hamburger,942.0,51.4,172.0,58.6,5.2,52.1,21.6,1.1,13.2
premium grilled chicken classic sandwich mcdonalds,366.0,44.6,68.0,8.6,2.8,28.3,1.7,0.8,10.0
big n tasty with cheese mcdonalds,573.0,39.7,91.4,36.0,3.2,27.2,10.8,1.0,9.5
premium grilled chicken club sandwich mcdonalds,493.0,44.3,102.6,18.0,2.7,38.3,6.4,1.0,6.4
quarter pounder mcdonalds,417.0,37.9,66.7,19.8,2.7,24.1,6.9,0.7,8.8
premium crispy chicken classic sandwich mcdonalds,524.0,58.6,59.8,20.0,3.2,27.8,3.2,1.0,12.4
veggie burger,124.0,10.0,3.5,4.4,3.4,11.0,1.0,0.4,0.7
quarter pounder with cheese mcdonalds,513.0,39.7,93.5,28.3,2.8,29.0,11.2,1.2,9.8
beef sandwich steak raw,173.0,0.0,39.8,15.1,0.0,9.2,6.5,0.043,0.0
cheeseburger,292.0,28.7,41.4,13.2,1.6,15.0,6.0,0.6,5.9
premium grilled chicken ranch blt sandwich mcdonalds,412.0,44.3,76.8,10.9,2.8,33.7,3.0,1.0,10.5
double whopper with cheese burger king,1061.0,53.9,187.5,68.1,6.4,57.7,27.9,1.5,14.4
big mac mcdonalds,563.0,44.0,78.8,32.8,3.5,25.9,8.3,1.0,8.7
sandwich with cold cuts,833.0,79.9,105.6,39.3,4.7,41.1,13.9,2.2,12.4
filet o fish mcdonalds,378.0,35.4,42.9,19.6,1.9,15.1,3.8,0.6,4.9
hand breaded chicken tenders carls jr,57.0,0.2,0.0,2.9,0.0,0.0,0.6,0.0,0.0
grilled chicken sandwich wendys,370.0,0.0,0.0,8.0,0.0,0.0,42.0,0.0,0.0
sandwich with roast beef,410.0,44.3,73.4,13.0,0.0,28.6,7.1,0.8,0.0
hamburger burger king,258.0,26.5,34.7,10.4,2.0,14.7,3.8,0.5,5.5
big n tasty mcdonalds,524.0,38.5,76.6,31.7,3.2,24.7,8.6,0.7,8.8
roast beef sandwich,364.0,33.1,44.7,15.3,1.9,22.6,5.1,1.0,5.7
roast beef sandwich with cheese,473.0,45.4,77.4,18.0,0.0,32.2,9.0,1.6,0.0
hamburger,255.0,28.7,28.1,9.9,1.7,12.9,3.5,0.5,5.8
premium fish sandwich burger king,572.0,58.7,68.2,27.4,2.0,22.6,4.3,1.3,7.8
whopper burger king,790.0,52.8,113.8,48.4,3.2,35.4,18.3,1.4,13.0
sandwich with tuna salad,584.0,55.4,48.6,28.0,0.0,29.7,5.3,1.3,0.0
original chicken sandwich burger king,569.0,52.2,61.7,29.2,4.8,24.2,5.4,1.3,6.0
double whopper burger king,942.0,51.4,172.0,58.6,5.2,52.1,21.6,1.1,13.2
premium crispy chicken club sandwich mcdonalds,635.0,57.4,96.5,29.9,3.0,39.1,8.5,1.2,12.7
hamburger mcdonalds,251.0,28.8,25.7,9.6,1.2,12.3,3.3,0.5,5.7
pepperoni pizza dominos,308.0,36.0,28.3,12.6,2.4,12.7,5.4,0.7,4.2
sausage pizza,325.0,35.5,26.7,14.3,2.7,13.3,5.8,0.7,3.9
pepperoni pizza,313.0,35.5,27.8,13.2,2.6,13.0,5.7,0.8,3.6
pepperoni pizza pizza hut,269.0,30.3,25.0,10.9,1.6,12.3,5.0,0.8,3.5
cheese pizza pizza hut,260.0,30.0,23.0,10.5,1.7,11.5,4.8,0.7,3.2
cheese pizza,285.0,35.7,18.2,10.4,2.5,12.2,4.8,0.6,3.8
cheese pizza dominos,278.0,35.9,18.4,9.7,2.4,11.7,4.4,0.6,4.3
meat vegetable pizza,332.0,34.5,36.7,14.8,3.0,15.0,6.0,0.8,5.1
sucker raw,146.0,0.0,65.2,3.7,0.0,26.6,0.7,0.0,0.0
northern pike raw,348.0,0.0,154.4,2.7,0.0,76.3,0.5,0.2,0.0
haddock cooked,135.0,0.0,99.0,0.8,0.0,30.0,0.2,0.4,0.0
burbot cooked,104.0,0.0,69.3,0.9,0.0,22.3,0.2,0.1,0.0
pollock cooked,356.0,0.0,274.8,3.8,0.0,75.3,0.5,0.3,0.0
rainbow smelt raw,27.0,0.0,19.8,0.7,0.0,5.0,0.1,0.019,0.0
whitefish cooked,265.0,0.0,118.6,11.6,0.0,37.7,1.8,0.1,0.0
walleye pike raw,148.0,0.0,136.7,1.9,0.0,30.4,0.4,0.011,0.0
carp cooked,275.0,0.0,142.8,12.2,0.0,38.9,2.4,0.1,0.0
wolffish cooked,293.0,0.0,140.4,7.3,0.0,53.4,1.1,0.3,0.0
snapper cooked,218.0,0.0,79.9,2.9,0.0,44.7,0.6,0.066,0.0
roe cooked,58.0,0.5,135.6,2.3,0.0,8.1,0.5,0.055,0.0
anchovy raw,37.0,0.0,17.0,1.4,0.0,5.8,0.4,0.012,0.0
herring raw,291.0,0.0,110.4,16.6,0.0,33.0,3.8,0.2,0.0
cod raw,189.0,0.0,99.3,1.5,0.0,41.1,0.3,0.1,0.0
tilapia raw,111.0,0.0,58.0,2.0,0.0,23.3,0.7,0.009,0.0
whiting cooked,84.0,0.0,60.5,1.2,0.0,16.9,0.3,0.018,0.0
skipjack tuna cooked,407.0,0.0,184.8,4.0,0.0,86.9,1.3,0.1,0.0
salmon cooked,733.0,0.0,224.3,44.0,0.0,78.7,8.5,0.2,0.0
chum salmon cooked,474.0,0.0,292.6,14.9,0.0,79.5,3.3,0.2,0.0
american shad cooked,363.0,0.0,138.2,25.4,0.0,31.3,0.0,0.043,0.0
shark cooked,65.0,1.8,16.7,3.9,0.0,5.3,0.9,0.068,0.0
trout cooked,118.0,0.0,45.9,5.3,0.0,16.5,0.9,0.027,0.0
swordfish raw,196.0,0.0,89.8,9.0,0.0,26.7,2.2,0.1,0.0
